3700	0.1405182522
4600	0.0914349154
3600	0.0511038965
2300	0.0492548474
4900	0.0481579721
5200	0.0369256528
3300	0.0314672012
2800	0.0295089326
8600	0.0278689607
5000	0.0271304692
1500	0.0258661642
3500	0.025685412
7320	0.0255331049
800	0.0236110828
1600	0.023533549
3400	0.0230034146
1220	0.0200966172
3100	0.0199571524
5800	0.0195919274
2200	0.0184255597
5900	0.0179292714
400	0.0170021064
9800	0.0141143924
7320	0.0140039727
2100	0.0132347558
9200	0.0124823419
8800	0.0123205531
4680	0.011528292
2820	0.0100216639
4170	0.0094544429
8700	0.0090212858
7000	0.0085636443
6300	0.0079802205
4100	0.0075647065
4250	0.007365231
5410	0.0069703607
4690	0.0059399773
9100	0.0058063935
9000	0.0056036775
700	0.0053479119
4660	0.0050218139
5150	0.0045958581
300	0.0041256144
6700	0.0040746113
5010	0.0036112028
5300	0.0032740628
1300	0.0032042103
8550	0.003151641
4640	0.0027177638
4800	0.002371022
2500	0.0016980623
6500	0.001084387
7500	0.0001394648

